employee_id,employee_name,department,position,basic_salary,allowances,total_compensation,avg_performance_score,total_projects_completed,avg_training_hours,avg_attendance_rate,productivity_segment
14766,"Naomi Chiamaka Badu","Operations Department",Analyst,11823.00,2737.00,14560.00,4.68,29,23.40,93.39,"High productivity / strong attendance"
25435,"Hannah Adwoa Charlotte Williams","Operations Department",Consultant,11427.00,2664.00,14091.00,4.68,28,88.00,91.69,"High productivity / strong attendance"
26468,"Akosua Emily Grace Martinez","Marketing Department",Consultant,11957.00,1621.00,13578.00,4.68,34,59.60,93.55,"High productivity / strong attendance"
14490,"Alexander Jean Adjei","Finance Department",Manager,12425.00,1035.00,13460.00,4.68,27,56.20,89.55,Monitor
7900,"Andres Hiroshi Daniel Owusu","Product Management Department",Developer,12581.00,432.00,13013.00,4.68,20,61.00,95.11,"High productivity / strong attendance"
22056,"Yaw Omar Rossi","Customer Support Department",Executive,10946.00,1539.00,12485.00,4.68,25,70.00,94.35,"High productivity / strong attendance"
16128,"Victoria Chen Okafor","Data and Analytics Department",Executive,10404.00,1782.00,12186.00,4.68,31,84.20,91.40,"High productivity / strong attendance"
14341,"Hiroshi Yaw Mensah","Data and Analytics Department",Analyst,11493.00,681.00,12174.00,4.68,18,37.40,93.44,"High productivity / strong attendance"
29348,"Sophia Adwoa Patel","Marketing Department",Assistant,9599.00,2232.00,11831.00,4.68,25,25.00,93.39,"High productivity / strong attendance"
1178,"Hannah Isabella Isabella Taylor","Operations Department",Executive,11074.00,344.00,11418.00,4.68,32,62.40,94.09,"High productivity / strong attendance"
8819,"Luca Arjun Badu","Customer Support Department",Manager,9056.00,2147.00,11203.00,4.68,18,40.60,92.72,"High productivity / strong attendance"
15290,"Carlos Yusuf Dubois","Engineering Department",Assistant,8400.00,1587.00,9987.00,4.68,25,42.00,89.56,Monitor
3667,"Olivia Sophia Chen Badu","Marketing Department",Analyst,8688.00,712.00,9400.00,4.68,38,70.60,94.59,"High productivity / strong attendance"
22205,"Olivia Mia Mia Dubois","Customer Support Department",Manager,8286.00,1067.00,9353.00,4.68,9,20.40,91.41,"High productivity / strong attendance"
1503,"Omar Ethan Kim","Finance Department",Analyst,6562.00,2480.00,9042.00,4.68,31,54.40,94.05,"High productivity / strong attendance"
27885,"Sofia Maria Maria Mensah","Product Management Department",Assistant,8094.00,741.00,8835.00,4.68,31,52.00,94.27,"High productivity / strong attendance"
333,"Kofi Ethan Isaac Rossi","Engineering Department",Developer,6697.00,1784.00,8481.00,4.68,26,67.00,90.83,"High productivity / strong attendance"
28520,"Luca Liam David Dubois","Marketing Department",Consultant,7592.00,762.00,8354.00,4.68,21,76.20,94.19,"High productivity / strong attendance"
14110,"Michael Yaw Omar Johnson","Customer Support Department",Developer,5403.00,2747.00,8150.00,4.68,30,54.60,93.68,"High productivity / strong attendance"
8814,"Ethan Hiroshi Williams","Marketing Department",Assistant,6538.00,564.00,7102.00,4.68,33,73.60,87.06,Monitor
25085,"Grace Ella Smith","Human Resources Department",Executive,4771.00,1916.00,6687.00,4.68,35,65.00,92.95,"High productivity / strong attendance"
14574,"Akosua Victoria Rossi","Data and Analytics Department",Analyst,5519.00,1012.00,6531.00,4.68,34,72.80,91.97,"High productivity / strong attendance"
20588,"Carlos Noah Ivanov","Product Management Department",Consultant,3739.00,2609.00,6348.00,4.68,35,69.00,93.06,"High productivity / strong attendance"
21853,"Emily Chen Adwoa Lee","Product Management Department",Consultant,4624.00,1141.00,5765.00,4.68,38,74.80,91.85,"High productivity / strong attendance"
10913,"Maria Abena Maria Smith","Human Resources Department",Manager,5282.00,307.00,5589.00,4.68,14,83.60,92.83,"High productivity / strong attendance"
21109,"Kwame Carlos Mensah","Product Management Department",Consultant,2730.00,2452.00,5182.00,4.68,23,31.60,93.53,"High productivity / strong attendance"
27403,"Emily Victoria Chiamaka Adjei","Data and Analytics Department",Developer,3028.00,1834.00,4862.00,4.68,36,48.60,93.94,"High productivity / strong attendance"
11104,"Emily Lina Campbell","Product Management Department",Analyst,3979.00,491.00,4470.00,4.68,25,79.60,89.79,Monitor
7724,"Mateo Hiroshi Hiroshi Owusu","Customer Support Department",Manager,2814.00,555.00,3369.00,4.68,17,61.40,93.59,"High productivity / strong attendance"
1313,"Maria Chiamaka Johnson","Customer Support Department",Analyst,14371.00,2837.00,17208.00,4.67,28,28.00,92.95,"High productivity / strong attendance"
21345,"Elijah Mateo Mohammed Khan","Data and Analytics Department",Analyst,14912.00,1289.00,16201.00,4.67,36,50.60,94.81,"High productivity / strong attendance"
3284,"Abena Ava Charlotte Osei","Finance Department",Manager,14963.00,761.00,15724.00,4.67,26,64.00,93.44,"High productivity / strong attendance"
15651,"Mateo Samuel Owusu","Marketing Department",Developer,14343.00,1216.00,15559.00,4.67,23,25.60,91.61,"High productivity / strong attendance"
23986,"David Yaw Ethan Anderson","Operations Department",Analyst,12061.00,2944.00,15005.00,4.67,17,81.20,92.44,"High productivity / strong attendance"
21480,"Noah Samuel Brown","Customer Support Department",Manager,13425.00,1488.00,14913.00,4.67,30,37.00,94.05,"High productivity / strong attendance"
14338,"Noah Sebastian Lee","Customer Support Department",Developer,13342.00,1010.00,14352.00,4.67,24,58.80,94.29,"High productivity / strong attendance"
17753,"Luca Ethan Ethan Owusu","Data and Analytics Department",Executive,13140.00,1064.00,14204.00,4.67,23,34.80,94.27,"High productivity / strong attendance"
3503,"Isabella Adwoa Sakura Mensah","Operations Department",Assistant,13021.00,1136.00,14157.00,4.67,35,44.80,95.70,"High productivity / strong attendance"
14048,"Maria Naomi Chen Osei","Marketing Department",Manager,12740.00,1229.00,13969.00,4.67,31,62.80,92.14,"High productivity / strong attendance"
6263,"David Kwame Sebastian Adjei","Human Resources Department",Consultant,12603.00,1216.00,13819.00,4.67,22,28.80,90.48,"High productivity / strong attendance"
17183,"Daniel Isaac Rossi","Finance Department",Analyst,12105.00,1187.00,13292.00,4.67,22,29.80,90.30,"High productivity / strong attendance"
18190,"Hiroshi Liam Samuel Osei","Marketing Department",Assistant,12174.00,1000.00,13174.00,4.67,36,57.00,90.83,"High productivity / strong attendance"
1029,"Victoria Sofia Badu","Finance Department",Analyst,10298.00,1951.00,12249.00,4.67,21,23.80,90.07,"High productivity / strong attendance"
9126,"Abena Sophia Owusu","Human Resources Department",Manager,10332.00,1850.00,12182.00,4.67,35,77.40,91.40,"High productivity / strong attendance"
15157,"Kofi Wei Alexander Patel","Finance Department",Manager,8954.00,2989.00,11943.00,4.67,22,46.80,91.21,"High productivity / strong attendance"
4625,"Grace Victoria Sakura Taylor","Product Management Department",Developer,10837.00,872.00,11709.00,4.67,28,30.20,91.90,"High productivity / strong attendance"
18255,"Sakura Grace Grace Lopez","Customer Support Department",Executive,8896.00,1454.00,10350.00,4.67,26,49.60,95.11,"High productivity / strong attendance"
14521,"Sophia Emily Garcia","Customer Support Department",Assistant,8763.00,555.00,9318.00,4.67,34,59.80,94.05,"High productivity / strong attendance"
7894,"Ama Ava Ava Badu","Customer Support Department",Assistant,8694.00,511.00,9205.00,4.67,35,74.20,94.30,"High productivity / strong attendance"
14105,"Mateo Elijah Luca Campbell","Customer Support Department",Consultant,7565.00,1526.00,9091.00,4.67,25,59.60,92.98,"High productivity / strong attendance"
25635,"Maria Ava Lina Smith","Finance Department",Analyst,5492.00,1964.00,7456.00,4.67,34,64.00,94.06,"High productivity / strong attendance"
19963,"Nathan David Samuel Lee","Marketing Department",Consultant,5496.00,1230.00,6726.00,4.67,33,62.80,93.71,"High productivity / strong attendance"
11975,"Akosua Ananya Zara Brown","Product Management Department",Manager,4093.00,2162.00,6255.00,4.67,37,53.80,91.76,"High productivity / strong attendance"
18223,"Mohammed Liam Jean Mensah","Product Management Department",Developer,5713.00,335.00,6048.00,4.67,33,64.40,93.37,"High productivity / strong attendance"
13926,"Hiroshi Liam Lopez","Data and Analytics Department",Analyst,4252.00,1487.00,5739.00,4.67,30,74.40,96.23,"High productivity / strong attendance"
14626,"Lina Zara Victoria Campbell","Finance Department",Analyst,3990.00,1695.00,5685.00,4.67,23,28.80,93.72,"High productivity / strong attendance"
2765,"Chiamaka Charlotte Sophia Martinez","Product Management Department",Consultant,4790.00,877.00,5667.00,4.67,22,50.60,94.75,"High productivity / strong attendance"
7444,"Omar Michael Carlos Lopez","Data and Analytics Department",Developer,3550.00,1606.00,5156.00,4.67,39,53.80,89.44,Monitor
548,"Liam Daniel Noah Okafor","Customer Support Department",Developer,3865.00,1113.00,4978.00,4.67,30,83.20,91.50,"High productivity / strong attendance"
22661,"Lina Maria Olivia Campbell","Data and Analytics Department",Consultant,3040.00,1375.00,4415.00,4.67,32,71.00,92.49,"High productivity / strong attendance"
11589,"Samuel Alexander Jean Williams","Engineering Department",Manager,3013.00,1303.00,4316.00,4.67,28,41.00,92.42,"High productivity / strong attendance"
25449,"Alexander Jean David Brown","Marketing Department",Analyst,2644.00,720.00,3364.00,4.67,18,17.60,92.37,"High productivity / strong attendance"
7978,"Ama Naomi Charlotte Garcia","Product Management Department",Developer,14546.00,2569.00,17115.00,4.66,30,70.40,89.64,Monitor
3616,"Elijah Arjun Hiroshi Boateng","Engineering Department",Analyst,13668.00,2224.00,15892.00,4.66,34,58.60,91.28,"High productivity / strong attendance"
26000,"Yaw Kojo Alexander Lee","Human Resources Department",Developer,13689.00,2192.00,15881.00,4.66,30,63.60,93.87,"High productivity / strong attendance"
5357,"Wei Isaac Dubois","Engineering Department",Developer,12699.00,2113.00,14812.00,4.66,23,60.60,91.84,"High productivity / strong attendance"
11419,"Akosua Hannah Okafor","Human Resources Department",Consultant,13545.00,927.00,14472.00,4.66,32,34.80,93.18,"High productivity / strong attendance"
13315,"Isaac Alexander Campbell","Customer Support Department",Analyst,11441.00,2888.00,14329.00,4.66,37,73.80,92.25,"High productivity / strong attendance"
22710,"Hiroshi Kwame Schmidt","Product Management Department",Analyst,13259.00,1067.00,14326.00,4.66,39,75.80,94.77,"High productivity / strong attendance"
26915,"Maria Akosua Grace Okafor","Data and Analytics Department",Consultant,13404.00,673.00,14077.00,4.66,19,79.60,91.65,"High productivity / strong attendance"
17967,"Isaac Daniel Samuel Hassan","Product Management Department",Analyst,12638.00,883.00,13521.00,4.66,19,73.80,93.00,"High productivity / strong attendance"
7553,"Alexander Wei Wei Anderson","Data and Analytics Department",Executive,11608.00,1795.00,13403.00,4.66,20,28.00,94.80,"High productivity / strong attendance"
8086,"Hannah Sophia Victoria Nguyen","Finance Department",Analyst,10942.00,2243.00,13185.00,4.66,31,57.80,90.78,"High productivity / strong attendance"
24423,"Naomi Sophia Akosua Williams","Finance Department",Analyst,12195.00,970.00,13165.00,4.66,31,38.40,91.30,"High productivity / strong attendance"
4998,"Yusuf Ethan Ethan Patel","Marketing Department",Analyst,10846.00,2281.00,13127.00,4.66,31,68.40,94.60,"High productivity / strong attendance"
16757,"Mia Lina Okafor","Marketing Department",Consultant,10813.00,2163.00,12976.00,4.66,32,66.80,89.41,Monitor
28198,"Kofi Andres Ethan Okafor","Customer Support Department",Assistant,11762.00,950.00,12712.00,4.66,17,65.60,94.10,"High productivity / strong attendance"
16390,"Lina Ava Ama Johnson","Marketing Department",Assistant,11115.00,1483.00,12598.00,4.66,37,65.40,94.13,"High productivity / strong attendance"
10629,"Olivia Hannah Schmidt","Customer Support Department",Consultant,11817.00,751.00,12568.00,4.66,16,38.00,90.14,"High productivity / strong attendance"
14392,"Andres Nathan Samuel Ivanov","Marketing Department",Executive,10108.00,2105.00,12213.00,4.66,16,44.20,91.43,"High productivity / strong attendance"
25123,"Nathan Yusuf Martinez","Data and Analytics Department",Executive,9577.00,2529.00,12106.00,4.66,28,62.00,94.80,"High productivity / strong attendance"
13017,"Carlos Alexander Yusuf Campbell","Data and Analytics Department",Executive,9720.00,2100.00,11820.00,4.66,31,49.40,90.99,"High productivity / strong attendance"
12481,"Isabella Mia Grace Taylor","Human Resources Department",Manager,10272.00,716.00,10988.00,4.66,29,30.40,91.33,"High productivity / strong attendance"
3597,"Zara Charlotte Sophia Owusu","Human Resources Department",Executive,8400.00,2239.00,10639.00,4.66,30,63.80,92.84,"High productivity / strong attendance"
28530,"Mia Zara Zara Brown","Product Management Department",Consultant,8951.00,1225.00,10176.00,4.66,28,43.60,89.59,Monitor
197,"Ella Lina Lopez","Operations Department",Assistant,8575.00,1188.00,9763.00,4.66,37,52.00,93.96,"High productivity / strong attendance"
11748,"Liam Carlos Khan","Product Management Department",Executive,7919.00,1804.00,9723.00,4.66,33,42.60,92.69,"High productivity / strong attendance"
23270,"Sakura Naomi Schmidt","Data and Analytics Department",Assistant,6702.00,2287.00,8989.00,4.66,24,41.40,90.89,"High productivity / strong attendance"
19515,"Zara Lina Sophia Martinez","Customer Support Department",Consultant,7902.00,839.00,8741.00,4.66,35,42.40,92.62,"High productivity / strong attendance"
7855,"Abena Rossi","Product Management Department",Executive,6566.00,1782.00,8348.00,4.66,28,75.40,92.95,"High productivity / strong attendance"
19503,"David Mohammed David Kim","Finance Department",Analyst,6371.00,1667.00,8038.00,4.66,19,48.60,93.77,"High productivity / strong attendance"
10801,"Abena Sophia Adwoa Lopez","Marketing Department",Manager,5566.00,2196.00,7762.00,4.66,29,75.80,91.12,"High productivity / strong attendance"
29614,"Carlos Arjun Ivanov","Human Resources Department",Analyst,5522.00,2029.00,7551.00,4.66,36,71.80,94.80,"High productivity / strong attendance"
13533,"Kwame Mohammed Badu","Operations Department",Developer,5363.00,2077.00,7440.00,4.66,27,33.40,94.51,"High productivity / strong attendance"
17261,"Ananya Akosua Anderson","Human Resources Department",Executive,4237.00,2897.00,7134.00,4.66,23,28.00,92.52,"High productivity / strong attendance"
9881,"Yusuf Daniel Omar Badu","Product Management Department",Consultant,5464.00,1439.00,6903.00,4.66,37,58.00,91.05,"High productivity / strong attendance"
3973,"Luca Sebastian Garcia","Data and Analytics Department",Consultant,5010.00,903.00,5913.00,4.66,22,55.60,94.37,"High productivity / strong attendance"
17716,"Ethan Daniel Owusu","Engineering Department",Consultant,4664.00,1116.00,5780.00,4.66,17,60.20,92.52,"High productivity / strong attendance"
3184,"Liam Samuel Schmidt","Data and Analytics Department",Developer,5361.00,414.00,5775.00,4.66,17,31.80,96.36,"High productivity / strong attendance"
15190,"Elijah Alexander Yaw Ivanov","Operations Department",Analyst,4275.00,1235.00,5510.00,4.66,22,85.40,91.08,"High productivity / strong attendance"
2594,"Daniel Carlos Arjun Taylor","Engineering Department",Manager,3650.00,1688.00,5338.00,4.66,14,53.20,97.83,"High productivity / strong attendance"
23001,"Charlotte Sakura Grace Brown","Operations Department",Assistant,2870.00,1685.00,4555.00,4.66,26,28.20,92.07,"High productivity / strong attendance"
13952,"Akosua Victoria Olivia Garcia","Data and Analytics Department",Analyst,2741.00,1713.00,4454.00,4.66,31,37.40,91.60,"High productivity / strong attendance"
8870,"Abena Naomi Garcia","Engineering Department",Consultant,3302.00,1119.00,4421.00,4.66,25,86.60,95.10,"High productivity / strong attendance"
22966,"Aisha Adwoa Owusu","Marketing Department",Consultant,3438.00,324.00,3762.00,4.66,25,64.00,91.08,"High productivity / strong attendance"
10578,"Jean Elijah Ivanov","Marketing Department",Developer,14568.00,2949.00,17517.00,4.65,24,54.00,91.34,"High productivity / strong attendance"
28330,"Chen Abena Aisha Hassan","Product Management Department",Consultant,14474.00,2480.00,16954.00,4.65,29,38.00,93.06,"High productivity / strong attendance"
12586,"Chen Sakura Hannah Adjei","Operations Department",Analyst,14704.00,1868.00,16572.00,4.65,31,67.60,89.85,Monitor
12460,"Nathan Noah Nathan Boateng","Engineering Department",Analyst,13543.00,2786.00,16329.00,4.65,28,37.40,96.40,"High productivity / strong attendance"
6654,"Ava Akosua Maria Adjei","Product Management Department",Consultant,14682.00,1473.00,16155.00,4.65,35,91.40,92.37,"High productivity / strong attendance"
4921,"Ella Aisha Charlotte Anderson","Finance Department",Analyst,13020.00,2857.00,15877.00,4.65,31,91.20,90.25,"High productivity / strong attendance"
26141,"Ava Naomi Chen Campbell","Marketing Department",Executive,14100.00,1750.00,15850.00,4.65,28,49.60,91.69,"High productivity / strong attendance"
27934,"Yaw Omar Hiroshi Nguyen","Engineering Department",Assistant,13759.00,1687.00,15446.00,4.65,31,58.80,94.68,"High productivity / strong attendance"
23113,"Hiroshi Wei Martinez","Operations Department",Developer,12289.00,2993.00,15282.00,4.65,22,46.00,94.57,"High productivity / strong attendance"
19983,"Noah Mateo Omar Kim","Product Management Department",Developer,12407.00,2453.00,14860.00,4.65,27,51.40,95.96,"High productivity / strong attendance"
11008,"Noah Kojo Sebastian Boateng","Customer Support Department",Manager,14512.00,321.00,14833.00,4.65,37,52.40,92.05,"High productivity / strong attendance"
8275,"Hannah Ananya Aisha Rossi","Human Resources Department",Consultant,12921.00,1625.00,14546.00,4.65,29,59.40,94.54,"High productivity / strong attendance"
24406,"Ava Mia Patel","Engineering Department",Consultant,12093.00,2053.00,14146.00,4.65,26,24.00,91.58,"High productivity / strong attendance"
18873,"Ananya Maria Chiamaka Lopez","Engineering Department",Manager,12872.00,1217.00,14089.00,4.65,23,60.40,88.45,Monitor
10281,"Kwame Yusuf Schmidt","Operations Department",Executive,12124.00,1794.00,13918.00,4.65,25,84.60,96.49,"High productivity / strong attendance"
9695,"Sofia Lina Kim","Human Resources Department",Assistant,13384.00,441.00,13825.00,4.65,37,50.40,91.08,"High productivity / strong attendance"
24287,"Kwame Omar Williams","Engineering Department",Assistant,11144.00,2593.00,13737.00,4.65,22,35.20,90.46,"High productivity / strong attendance"
17132,"Nathan Omar Mohammed Johnson","Data and Analytics Department",Consultant,11031.00,2143.00,13174.00,4.65,23,69.60,88.61,Monitor
26814,"Ananya Lina Isabella Rossi","Operations Department",Assistant,10267.00,2689.00,12956.00,4.65,31,40.40,89.84,Monitor
5498,"Maria Akosua Maria Owusu","Product Management Department",Executive,11278.00,1009.00,12287.00,4.65,27,76.80,91.90,"High productivity / strong attendance"
9635,"Carlos Kojo Hassan","Operations Department",Manager,11304.00,902.00,12206.00,4.65,26,42.80,95.41,"High productivity / strong attendance"
19256,"Sofia Mia Adwoa Nguyen","Customer Support Department",Manager,11623.00,397.00,12020.00,4.65,20,30.00,96.41,"High productivity / strong attendance"
28903,"Ananya Akosua Sofia Campbell","Human Resources Department",Assistant,11270.00,500.00,11770.00,4.65,28,60.80,91.40,"High productivity / strong attendance"
16562,"Andres Michael Patel","Finance Department",Assistant,9478.00,2266.00,11744.00,4.65,38,70.80,92.92,"High productivity / strong attendance"
6073,"Hiroshi Mohammed Brown","Engineering Department",Manager,8982.00,2091.00,11073.00,4.65,28,32.60,91.65,"High productivity / strong attendance"
1997,"Aisha Owusu","Operations Department",Manager,7771.00,2829.00,10600.00,4.65,9,76.60,94.18,"High productivity / strong attendance"
26318,"Michael Hiroshi Martinez","Operations Department",Consultant,9702.00,869.00,10571.00,4.65,34,46.40,96.75,"High productivity / strong attendance"
16744,"Emily Victoria Lopez","Engineering Department",Assistant,7732.00,2761.00,10493.00,4.65,19,46.60,94.16,"High productivity / strong attendance"
14820,"Ethan Alexander Carlos Smith","Engineering Department",Manager,8284.00,2092.00,10376.00,4.65,46,86.40,89.63,Monitor
3535,"Samuel Martinez","Operations Department",Developer,9209.00,752.00,9961.00,4.65,22,76.20,89.88,Monitor
14284,"Ama Ananya Brown","Marketing Department",Consultant,7710.00,2219.00,9929.00,4.65,29,62.20,92.71,"High productivity / strong attendance"
21898,"Ananya Victoria Osei","Customer Support Department",Analyst,8425.00,1468.00,9893.00,4.65,24,70.80,95.31,"High productivity / strong attendance"
25259,"Ananya Grace Ava Khan","Product Management Department",Developer,7336.00,1524.00,8860.00,4.65,27,57.20,93.29,"High productivity / strong attendance"
20454,"Noah Alexander Hassan","Marketing Department",Analyst,5327.00,2719.00,8046.00,4.65,26,24.40,93.22,"High productivity / strong attendance"
14814,"Olivia Ananya Naomi Dubois","Product Management Department",Developer,5684.00,2147.00,7831.00,4.65,21,86.20,92.07,"High productivity / strong attendance"
4775,"Alexander Michael Andres Badu","Data and Analytics Department",Executive,6630.00,1172.00,7802.00,4.65,22,67.20,90.95,"High productivity / strong attendance"
25321,"Chen Sakura Abena Williams","Marketing Department",Assistant,5183.00,2371.00,7554.00,4.65,24,21.60,93.70,"High productivity / strong attendance"
25779,"Mia Abena Nguyen","Human Resources Department",Consultant,5067.00,1674.00,6741.00,4.65,27,27.20,91.18,"High productivity / strong attendance"
9130,"Carlos Elijah Carlos Patel","Marketing Department",Executive,5396.00,1105.00,6501.00,4.65,25,52.80,91.66,"High productivity / strong attendance"
17187,"Mateo Carlos Patel","Operations Department",Manager,3932.00,2486.00,6418.00,4.65,28,47.20,94.93,"High productivity / strong attendance"
3433,"Sofia Sakura Garcia","Finance Department",Executive,4501.00,1833.00,6334.00,4.65,34,51.00,92.28,"High productivity / strong attendance"
2237,"Michael Luca Okafor","Customer Support Department",Executive,2536.00,2913.00,5449.00,4.65,36,84.00,92.48,"High productivity / strong attendance"
12173,"Isaac Luca Isaac Smith","Customer Support Department",Analyst,3421.00,814.00,4235.00,4.65,26,40.60,88.76,Monitor
6456,"Fatima Lina Ananya Patel","Customer Support Department",Executive,2571.00,1429.00,4000.00,4.65,19,76.20,94.71,"High productivity / strong attendance"
28548,"Carlos Kofi Badu","Human Resources Department",Assistant,3159.00,407.00,3566.00,4.65,27,33.60,92.28,"High productivity / strong attendance"
19565,"Liam Kofi Isaac Silva","Human Resources Department",Manager,2965.00,393.00,3358.00,4.65,28,65.60,90.53,"High productivity / strong attendance"
15002,"Mateo Luca Hiroshi Rossi","Marketing Department",Manager,14358.00,2408.00,16766.00,4.64,22,66.40,91.47,"High productivity / strong attendance"
8053,"Chen Chen Nguyen","Engineering Department",Consultant,14539.00,1585.00,16124.00,4.64,26,62.40,94.98,"High productivity / strong attendance"
27287,"Yaw Liam Adjei","Finance Department",Executive,14751.00,1205.00,15956.00,4.64,24,48.20,90.65,"High productivity / strong attendance"
680,"Chiamaka Smith","Customer Support Department",Assistant,14270.00,1352.00,15622.00,4.64,22,27.40,97.76,"High productivity / strong attendance"
91,"Akosua Adwoa Charlotte Johnson","Marketing Department",Consultant,13811.00,1697.00,15508.00,4.64,30,32.60,91.35,"High productivity / strong attendance"
21223,"Nathan Mateo Schmidt","Human Resources Department",Consultant,12729.00,2770.00,15499.00,4.64,24,63.20,92.35,"High productivity / strong attendance"
14701,"Kwame David Yusuf Khan","Product Management Department",Consultant,14325.00,787.00,15112.00,4.64,26,56.00,90.78,"High productivity / strong attendance"
16034,"Mohammed Noah Brown","Finance Department",Executive,14021.00,939.00,14960.00,4.64,28,35.00,91.22,"High productivity / strong attendance"
13871,"Ama Grace Mia Kim","Customer Support Department",Analyst,12803.00,2152.00,14955.00,4.64,23,78.60,90.80,"High productivity / strong attendance"
6015,"Liam Kojo Okafor","Operations Department",Assistant,11761.00,2530.00,14291.00,4.64,16,78.00,92.28,"High productivity / strong attendance"
20741,"Charlotte Ava Ananya Garcia","Finance Department",Manager,12389.00,1883.00,14272.00,4.64,22,38.80,96.08,"High productivity / strong attendance"
21368,"Ama Mia Ivanov","Finance Department",Executive,13595.00,648.00,14243.00,4.64,29,48.20,95.60,"High productivity / strong attendance"
619,"Charlotte Emily Akosua Campbell","Product Management Department",Executive,12199.00,2018.00,14217.00,4.64,29,73.00,92.35,"High productivity / strong attendance"
3957,"Kojo Garcia","Data and Analytics Department",Developer,12823.00,1107.00,13930.00,4.64,16,32.00,88.70,Monitor
4161,"Maria Sophia Isabella Williams","Data and Analytics Department",Consultant,11776.00,2021.00,13797.00,4.64,32,68.00,93.66,"High productivity / strong attendance"
21756,"Naomi Grace Emily Kim","Marketing Department",Manager,12344.00,965.00,13309.00,4.64,19,37.20,89.34,Monitor
25236,"Sebastian Hiroshi Isaac Boateng","Operations Department",Analyst,12410.00,874.00,13284.00,4.64,15,33.40,93.37,"High productivity / strong attendance"
17682,"Mohammed Noah Boateng","Customer Support Department",Analyst,11973.00,924.00,12897.00,4.64,22,45.80,90.90,"High productivity / strong attendance"
16550,"Kwame Nathan Smith","Marketing Department",Assistant,11528.00,1328.00,12856.00,4.64,32,61.20,93.38,"High productivity / strong attendance"
27701,"Emily Charlotte Garcia","Finance Department",Manager,11223.00,1577.00,12800.00,4.64,27,57.60,90.50,"High productivity / strong attendance"
4977,"Naomi Hannah Garcia","Product Management Department",Assistant,11928.00,864.00,12792.00,4.64,14,41.00,95.46,"High productivity / strong attendance"
3592,"Kofi Kim","Marketing Department",Developer,10496.00,2099.00,12595.00,4.64,20,58.80,91.81,"High productivity / strong attendance"
29961,"David Isaac Kojo Mensah","Finance Department",Assistant,12201.00,346.00,12547.00,4.64,38,77.40,95.29,"High productivity / strong attendance"
14354,"Isaac Yaw Yusuf Patel","Human Resources Department",Manager,9939.00,2379.00,12318.00,4.64,29,54.40,92.40,"High productivity / strong attendance"
25507,"Hannah Abena Campbell","Product Management Department",Analyst,11312.00,952.00,12264.00,4.64,24,33.80,93.95,"High productivity / strong attendance"
22627,"Naomi Victoria Okafor","Operations Department",Analyst,10454.00,1699.00,12153.00,4.64,24,59.20,90.95,"High productivity / strong attendance"
18503,"Hiroshi Carlos Mensah","Finance Department",Analyst,11524.00,561.00,12085.00,4.64,30,46.20,92.07,"High productivity / strong attendance"
11062,"Emily Akosua Sakura Osei","Human Resources Department",Assistant,9104.00,2584.00,11688.00,4.64,19,76.80,89.60,Monitor
6475,"Hannah Aisha Naomi Garcia","Data and Analytics Department",Developer,8961.00,2536.00,11497.00,4.64,37,81.20,92.03,"High productivity / strong attendance"
11482,"David Carlos Brown","Finance Department",Developer,9198.00,2111.00,11309.00,4.64,18,81.20,96.95,"High productivity / strong attendance"
16979,"Hannah Adwoa Isabella Taylor","Engineering Department",Manager,8644.00,2555.00,11199.00,4.64,29,58.80,92.72,"High productivity / strong attendance"
20748,"Olivia Adwoa Maria Mensah","Engineering Department",Manager,10021.00,1000.00,11021.00,4.64,26,48.60,93.14,"High productivity / strong attendance"
28921,"Aisha Zara Maria Silva","Customer Support Department",Manager,10580.00,344.00,10924.00,4.64,33,46.00,90.72,"High productivity / strong attendance"
6294,"Olivia Sophia Lee","Engineering Department",Manager,9487.00,1096.00,10583.00,4.64,35,73.20,93.72,"High productivity / strong attendance"
3566,"Hannah Smith","Human Resources Department",Executive,8955.00,1434.00,10389.00,4.64,31,32.20,89.57,Monitor
21370,"Abena Hannah Victoria Silva","Product Management Department",Analyst,9782.00,587.00,10369.00,4.64,18,38.60,92.83,"High productivity / strong attendance"
8383,"Charlotte Lina Silva","Human Resources Department",Assistant,8339.00,1980.00,10319.00,4.64,40,33.20,90.53,"High productivity / strong attendance"
23793,"Aisha Victoria Owusu","Marketing Department",Manager,8626.00,1652.00,10278.00,4.64,27,73.80,90.48,"High productivity / strong attendance"
9068,"Sofia Adwoa Anderson","Data and Analytics Department",Manager,8357.00,1865.00,10222.00,4.64,33,21.60,93.07,"High productivity / strong attendance"
6842,"Isabella Hannah Schmidt","Data and Analytics Department",Developer,8315.00,1631.00,9946.00,4.64,31,62.60,94.16,"High productivity / strong attendance"
12832,"Charlotte Emily Ivanov","Data and Analytics Department",Consultant,9447.00,388.00,9835.00,4.64,23,61.40,90.63,"High productivity / strong attendance"
10356,"Arjun Liam Silva","Data and Analytics Department",Manager,8335.00,848.00,9183.00,4.64,19,62.00,92.54,"High productivity / strong attendance"
6793,"Nathan Kojo Yusuf Khan","Engineering Department",Manager,6326.00,2661.00,8987.00,4.64,34,46.80,93.65,"High productivity / strong attendance"
7556,"David Isaac Omar Williams","Finance Department",Manager,6412.00,1931.00,8343.00,4.64,17,64.80,92.19,"High productivity / strong attendance"
