finance_id ,basic_salary,tax_id,account_number,staff_id,allowances,bank_name
FIN-3267,13495,GHA-4355773325-7,56986980366,2268,761,Fidelity Bank Ghana
FIN-3268,2898,GHA-7483929284-7,016038470280,2269,1210,Ecobank Ghana
FIN-3269,4675,GHA-7506285451-0,034812082197,2270,2432,GCB Bank
FIN-3270,5191,GHA-4748802801-5,875063421924,2271,1590,Republic Bank Ghana
FIN-3271,4165,GHA-4616326833-1,0624590285,2272,928,CalBank
FIN-3272,12324,GHA-5798392621-7,2432951381375,2273,930,Ecobank Ghana
FIN-3273,4477,GHA-4491420917-9,7783884529,2274,955,CalBank
FIN-3274,8686,GHA-5554383524-6,23069109868,2275,2853,CalBank
FIN-3275,5618,GHA-8728737553-2,4287873677475,2276,2757,GCB Bank
FIN-3276,4040,GHA-3792150285-7,4318626252039,2277,499,Ecobank Ghana
FIN-3277,8552,GHA-2778221816-6,9098138685,2278,1592,Stanbic Bank Ghana
FIN-3278,14472,GHA-6712382604-5,7957745603214,2279,561,First Atlantic Bank
FIN-3279,7376,GHA-8858730263-1,747836641721,2280,578,CalBank
FIN-3280,5029,GHA-2402084898-8,1074897398,2281,664,Absa Bank Ghana
FIN-3281,9012,GHA-0309932685-1,7087637233548,2282,632,Access Bank Ghana
FIN-3282,3211,GHA-2294705119-4,5698500732221,2283,1698,Access Bank Ghana
FIN-3283,9078,GHA-3325914210-0,761246720344,2284,2739,Fidelity Bank Ghana
FIN-3284,4535,GHA-2965212560-9,373608176258,2285,1115,Access Bank Ghana
FIN-3285,12999,GHA-1630367047-9,67790047742,2286,1152,First Atlantic Bank
FIN-3286,6619,GHA-3862859391-3,540850534546,2287,967,Republic Bank Ghana
FIN-3287,5799,GHA-5269638045-0,0791635416343,2288,497,Stanbic Bank Ghana
FIN-3288,13399,GHA-6854616176-2,013521335367,2289,2454,UBA Ghana
FIN-3289,13079,GHA-2835754854-4,1333702773157,2290,334,CalBank
FIN-3290,5317,GHA-5308539429-5,729606909836,2291,1788,Republic Bank Ghana
FIN-3291,9935,GHA-1641781202-8,2500441070290,2292,2378,UBA Ghana
FIN-3292,9662,GHA-4611726848-9,8682759681829,2293,1631,Republic Bank Ghana
FIN-3293,10646,GHA-4799654977-9,95889504704,2294,2695,Republic Bank Ghana
FIN-3294,3335,GHA-0454252165-0,2581039700186,2295,1099,Access Bank Ghana
FIN-3295,3385,GHA-2410050139-5,991030425358,2296,1698,UBA Ghana
FIN-3296,7008,GHA-8277633241-9,629054776815,2297,1067,Absa Bank Ghana
FIN-3297,7736,GHA-0179670328-7,42252952886,2298,679,Ecobank Ghana
FIN-3298,11745,GHA-1390702821-2,94379546965,2299,2484,CalBank
FIN-3299,8063,GHA-3133060875-4,6554916624748,2300,1510,Absa Bank Ghana
FIN-3300,9720,GHA-8780152763-3,9765234482,2301,1161,Absa Bank Ghana
FIN-3301,6481,GHA-3466032202-6,2796810578886,2302,729,Access Bank Ghana
FIN-3302,13699,GHA-4032951238-4,885179397172,2303,557,GCB Bank
FIN-3303,13740,GHA-0163054696-8,6482279572707,2304,2846,Access Bank Ghana
FIN-3304,7543,GHA-7254499293-2,4260950889,2305,1393,Access Bank Ghana
FIN-3305,8476,GHA-8202467779-9,136567397509,2306,1088,Access Bank Ghana
FIN-3306,13773,GHA-6954170354-9,628510474180,2307,2098,Absa Bank Ghana
FIN-3307,3275,GHA-0681376236-4,4251499379333,2308,2785,Absa Bank Ghana
FIN-3308,11422,GHA-3195348672-7,0438120614,2309,336,Ecobank Ghana
FIN-3309,12405,GHA-4417759927-1,95014211832,2310,901,Access Bank Ghana
FIN-3310,14136,GHA-9106797996-9,4501365781,2311,519,Ecobank Ghana
FIN-3311,6314,GHA-2604917668-8,9004047259,2312,1558,Absa Bank Ghana
FIN-3312,12749,GHA-6170272660-7,27325409756,2313,2578,Ecobank Ghana
FIN-3313,12089,GHA-1263666796-6,5910790114,2314,988,Stanbic Bank Ghana
FIN-3314,14524,GHA-9846368784-5,5884980569092,2315,397,CalBank
FIN-3315,2914,GHA-4800343799-4,1542385825955,2316,2349,UBA Ghana
FIN-3316,12325,GHA-9552869444-5,32027076182,2317,1933,Republic Bank Ghana
FIN-3317,8103,GHA-9997016819-2,8413690950128,2318,1376,CalBank
FIN-3318,6808,GHA-4184757874-9,97858783589,2319,1310,Republic Bank Ghana
FIN-3319,9497,GHA-5952319345-2,2485971078,2320,1307,Ecobank Ghana
FIN-3320,4530,GHA-8070170167-0,4310829591282,2321,1338,GCB Bank
FIN-3321,14209,GHA-3140978833-9,1510198295,2322,407,Fidelity Bank Ghana
FIN-3322,5933,GHA-5821932035-6,97050360066,2323,1008,Absa Bank Ghana
FIN-3323,5635,GHA-5265896705-0,246798402252,2324,595,Absa Bank Ghana
FIN-3324,13914,GHA-1651411012-4,891792822969,2325,1864,Absa Bank Ghana
FIN-3325,9088,GHA-9713793808-8,3233909999,2326,304,GCB Bank
FIN-3326,12870,GHA-9784484593-9,11857530461,2327,1498,Access Bank Ghana
FIN-3327,12308,GHA-2313334140-6,2207994476000,2328,2867,Absa Bank Ghana
FIN-3328,8122,GHA-3739120640-5,48383020055,2329,584,Absa Bank Ghana
FIN-3329,12319,GHA-1517792585-6,2598900020420,2330,1575,GCB Bank
FIN-3330,5295,GHA-0540260110-4,8803370907,2331,687,Republic Bank Ghana
FIN-3331,2526,GHA-6302355042-3,2183276676672,2332,1039,Republic Bank Ghana
FIN-3332,14020,GHA-6672720366-6,7487890843006,2333,1569,CalBank
FIN-3333,10283,GHA-6507498721-7,9447649274073,2334,1532,UBA Ghana
FIN-3334,3474,GHA-3957635516-5,842491816169,2335,2925,Absa Bank Ghana
FIN-3335,14429,GHA-3871998726-1,458428081458,2336,355,First Atlantic Bank
FIN-3336,13722,GHA-9879445155-0,5492180245526,2337,2554,GCB Bank
FIN-3337,5813,GHA-3952014175-8,872989327969,2338,2068,Stanbic Bank Ghana
FIN-3338,2865,GHA-0686072859-7,8618013516,2339,2666,Access Bank Ghana
FIN-3339,11577,GHA-4533435235-0,054983517783,2340,2525,Access Bank Ghana
FIN-3340,5082,GHA-9768758543-4,2024021440,2341,2434,GCB Bank
FIN-3341,6051,GHA-3029059905-2,479693648818,2342,1947,Fidelity Bank Ghana
FIN-3342,5132,GHA-7305024613-9,7385106017373,2343,1422,Republic Bank Ghana
FIN-3343,5113,GHA-1993602388-5,9336574920015,2344,469,Republic Bank Ghana
FIN-3344,12535,GHA-7559827566-9,0984514045143,2345,1886,CalBank
FIN-3345,11169,GHA-9361740467-1,6117273411,2346,1059,Fidelity Bank Ghana
FIN-3346,8063,GHA-1229984381-1,9866686541,2347,1707,GCB Bank
FIN-3347,9829,GHA-3434768437-7,214983818860,2348,1195,Fidelity Bank Ghana
FIN-3348,8625,GHA-1535802190-6,4408528160,2349,498,First Atlantic Bank
FIN-3349,8396,GHA-9980717404-8,7008678452,2350,695,GCB Bank
FIN-3350,14449,GHA-9972764154-6,37905992754,2351,1153,GCB Bank
FIN-3351,2788,GHA-8299536791-3,81857786835,2352,449,Fidelity Bank Ghana
FIN-3352,11352,GHA-4396858547-8,76947117510,2353,1214,Access Bank Ghana
FIN-3353,10773,GHA-0481836534-3,284162825989,2354,1927,Access Bank Ghana
FIN-3354,6727,GHA-8661724488-9,0693585301369,2355,2771,Fidelity Bank Ghana
FIN-3355,14222,GHA-3923151435-9,57275357417,2356,1884,Stanbic Bank Ghana
FIN-3356,5533,GHA-5053013750-4,062209955862,2357,2401,Ecobank Ghana
FIN-3357,3898,GHA-9698054910-9,053176339111,2358,691,First Atlantic Bank
FIN-3358,13850,GHA-0358655396-4,0875621429,2359,919,UBA Ghana
FIN-3359,14877,GHA-2143674221-2,0973390377,2360,664,Absa Bank Ghana
FIN-3360,5854,GHA-6780344803-0,8105050650621,2361,2962,First Atlantic Bank
FIN-3361,12461,GHA-6491869660-5,5446716595833,2362,395,Absa Bank Ghana
FIN-3362,4380,GHA-5683768661-1,61165679477,2363,2554,Republic Bank Ghana
FIN-3363,6622,GHA-7919196243-6,8275694054,2364,330,First Atlantic Bank
FIN-3364,14932,GHA-1508067227-3,5347488985869,2365,2520,Access Bank Ghana
FIN-3365,13344,GHA-2428472919-3,3217450788425,2366,670,Stanbic Bank Ghana
FIN-3366,13366,GHA-8603654973-8,341040057454,2367,348,Absa Bank Ghana
FIN-3367,12957,GHA-6756133656-9,1021921552,2368,1855,GCB Bank
FIN-3368,2973,GHA-8714661583-4,9012499208,2369,1278,Stanbic Bank Ghana
FIN-3369,4868,GHA-7185382560-7,1805697125260,2370,2301,Ecobank Ghana
FIN-3370,9195,GHA-3013888235-7,5309707668,2371,1328,UBA Ghana
FIN-3371,3518,GHA-4707200645-5,3447972426,2372,2116,Republic Bank Ghana
FIN-3372,4677,GHA-1694534246-7,23034896444,2373,2495,Ecobank Ghana
FIN-3373,13028,GHA-0354269444-2,2585955200,2374,1547,Fidelity Bank Ghana
FIN-3374,4629,GHA-1771972013-0,90160850698,2375,440,First Atlantic Bank
FIN-3375,11199,GHA-0296628040-5,44009308197,2376,2854,GCB Bank
FIN-3376,5481,GHA-9199039703-8,3698841566320,2377,2933,Fidelity Bank Ghana
FIN-3377,8096,GHA-4250448631-4,91554547042,2378,2868,Stanbic Bank Ghana
FIN-3378,4754,GHA-4370089319-4,3084750851,2379,918,Republic Bank Ghana
FIN-3379,10607,GHA-2036619120-0,955894858052,2380,508,CalBank
FIN-3380,5788,GHA-3600980787-9,0201992070,2381,1687,First Atlantic Bank
FIN-3381,5840,GHA-5618750811-5,5779064867,2382,717,Absa Bank Ghana
FIN-3382,7475,GHA-9920344170-6,1393976493,2383,996,Stanbic Bank Ghana
FIN-3383,6845,GHA-0641834013-5,31452277072,2384,2755,Ecobank Ghana
FIN-3384,13606,GHA-8414112070-6,9420221766197,2385,2485,Absa Bank Ghana
FIN-3385,13693,GHA-4940971093-2,783190533713,2386,2598,Republic Bank Ghana
FIN-3386,7379,GHA-8934357939-2,65412919611,2387,796,Stanbic Bank Ghana
FIN-3387,3215,GHA-8233706310-3,6356113184299,2388,1179,Absa Bank Ghana
FIN-3388,3263,GHA-9440880017-2,8410767417,2389,1419,CalBank
FIN-3389,13866,GHA-2991562865-5,163177608496,2390,1520,GCB Bank
FIN-3390,14544,GHA-1200320425-8,923268395784,2391,2292,UBA Ghana
FIN-3391,4780,GHA-2679947086-4,54609493353,2392,2917,Stanbic Bank Ghana
FIN-3392,5629,GHA-9945508657-2,172673057273,2393,1524,UBA Ghana
FIN-3393,9609,GHA-2178489809-4,3029367098,2394,2264,Ecobank Ghana
FIN-3394,12154,GHA-4917288490-3,0162932822147,2395,1865,Stanbic Bank Ghana
FIN-3395,5009,GHA-4292084888-5,00951197065,2396,1888,Stanbic Bank Ghana
FIN-3396,11661,GHA-4682866336-7,5569609605,2397,379,First Atlantic Bank
FIN-3397,10123,GHA-2320672828-6,689132442999,2398,1883,Fidelity Bank Ghana
FIN-3398,7663,GHA-5121321774-1,373588522585,2399,2032,Fidelity Bank Ghana
FIN-3399,13211,GHA-3814965352-4,9629476036677,2400,1451,Stanbic Bank Ghana
FIN-3400,14519,GHA-8217481076-4,4166399841752,2401,1321,UBA Ghana
FIN-3401,5362,GHA-9904878335-8,95594930349,2402,939,Republic Bank Ghana
FIN-3402,5517,GHA-6481279058-7,0856040392,2403,2181,UBA Ghana
FIN-3403,14611,GHA-6339153678-5,42864108390,2404,2666,Absa Bank Ghana
FIN-3404,7245,GHA-0195385964-1,129245360317,2405,1115,Stanbic Bank Ghana
FIN-3405,4460,GHA-1802818759-2,6498166874,2406,2942,Absa Bank Ghana
FIN-3406,11741,GHA-6030785104-0,1842289054378,2407,2561,UBA Ghana
FIN-3407,9627,GHA-9668170968-7,608936660492,2408,1908,Access Bank Ghana
FIN-3408,11255,GHA-2023190074-1,885254491873,2409,2479,First Atlantic Bank
FIN-3409,6427,GHA-4948791561-0,825418892285,2410,1175,Ecobank Ghana
FIN-3410,7508,GHA-8980116346-2,2865327579336,2411,1097,Access Bank Ghana
FIN-3411,10990,GHA-3196707392-2,40122549537,2412,1132,First Atlantic Bank
FIN-3412,9276,GHA-2161791027-5,424222217381,2413,2011,UBA Ghana
FIN-3413,8436,GHA-2040724508-2,91098119170,2414,1461,First Atlantic Bank
FIN-3414,7927,GHA-0859624594-9,966918060431,2415,499,UBA Ghana
FIN-3415,8694,GHA-3783201009-2,028180246802,2416,2106,First Atlantic Bank
FIN-3416,7934,GHA-5118477086-5,86009328527,2417,2529,Absa Bank Ghana
FIN-3417,7142,GHA-6794613994-7,4717336508,2418,1452,First Atlantic Bank
FIN-3418,7333,GHA-6735749210-6,5253440546569,2419,989,First Atlantic Bank
FIN-3419,11056,GHA-5826746574-8,22758853777,2420,2218,UBA Ghana
FIN-3420,7906,GHA-6574115919-4,8048910128,2421,2451,UBA Ghana
FIN-3421,6268,GHA-1667098084-7,705869809694,2422,2188,Absa Bank Ghana
FIN-3422,7143,GHA-7468433943-4,666239977464,2423,1273,CalBank
FIN-3423,3763,GHA-0149930222-9,47587993374,2424,914,Republic Bank Ghana
FIN-3424,5211,GHA-9250755001-4,19860327446,2425,2270,Ecobank Ghana
FIN-3425,12007,GHA-3854969047-5,859587674308,2426,2410,Access Bank Ghana
FIN-3426,3257,GHA-0785288567-8,219385153754,2427,753,First Atlantic Bank
FIN-3427,11606,GHA-7658678938-5,3261046321,2428,883,Ecobank Ghana
FIN-3428,9848,GHA-9666656010-0,98923882129,2429,406,Access Bank Ghana
FIN-3429,10238,GHA-9501764678-7,0602502904732,2430,2425,CalBank
FIN-3430,13954,GHA-8275963729-4,6914292460,2431,1834,Ecobank Ghana
FIN-3431,13460,GHA-4069036440-2,19644049082,2432,1615,Absa Bank Ghana
FIN-3432,10814,GHA-7066268714-4,6111426675,2433,786,CalBank
FIN-3433,14001,GHA-0955980149-3,45195700613,2434,2326,Access Bank Ghana
FIN-3434,10775,GHA-6321223416-6,41010937803,2435,1233,Ecobank Ghana
FIN-3435,10043,GHA-6114897179-3,209597130397,2436,1964,First Atlantic Bank
FIN-3436,5172,GHA-4529388177-1,466987510896,2437,1716,CalBank
FIN-3437,12225,GHA-7123530830-1,9658267464,2438,2303,Ecobank Ghana
FIN-3438,4636,GHA-4586844403-9,415794681607,2439,305,UBA Ghana
FIN-3439,6805,GHA-0241335900-2,486459357093,2440,2652,Stanbic Bank Ghana
FIN-3440,12188,GHA-2256352837-0,391434881751,2441,2751,GCB Bank
FIN-3441,11103,GHA-2563006252-8,549309216623,2442,2225,Access Bank Ghana
FIN-3442,13220,GHA-5473945712-8,3908260167,2443,1775,UBA Ghana
FIN-3443,8442,GHA-2276738088-4,6227241820980,2444,674,First Atlantic Bank
FIN-3444,12686,GHA-9674992097-9,5506182897,2445,2389,Absa Bank Ghana
FIN-3445,4096,GHA-1527852708-3,0095524227699,2446,2236,Stanbic Bank Ghana
FIN-3446,4444,GHA-3628249108-2,56500709274,2447,1379,CalBank
FIN-3447,8187,GHA-9776751425-8,5164001152860,2448,2346,Fidelity Bank Ghana
FIN-3448,11606,GHA-1261599289-5,265063353076,2449,2848,GCB Bank
FIN-3449,14963,GHA-1851291970-7,9036692694,2450,1967,First Atlantic Bank
FIN-3450,7940,GHA-6746553131-2,7621532263178,2451,1691,Ecobank Ghana
FIN-3451,8591,GHA-8563441923-1,5316117919375,2452,1232,Absa Bank Ghana
FIN-3452,4747,GHA-5566538342-5,5083152053086,2453,2408,First Atlantic Bank
FIN-3453,11943,GHA-9833683869-1,3901884125,2454,861,Access Bank Ghana
FIN-3454,7272,GHA-6658178017-5,25661658753,2455,1029,Fidelity Bank Ghana
FIN-3455,3685,GHA-7304287323-7,6126139882299,2456,2539,CalBank
FIN-3456,5915,GHA-8001146693-6,9596808075,2457,1790,Absa Bank Ghana
FIN-3457,10286,GHA-3670095606-6,5899437339581,2458,1999,Ecobank Ghana
FIN-3458,7162,GHA-7453335601-0,1771200479001,2459,2572,CalBank
FIN-3459,5627,GHA-2838805028-9,2670968934912,2460,1980,Stanbic Bank Ghana
FIN-3460,6596,GHA-5224345338-6,22099650281,2461,2317,GCB Bank
FIN-3461,9693,GHA-0839841358-0,36891943238,2462,2153,UBA Ghana
FIN-3462,5737,GHA-7439241568-0,9064763009243,2463,319,UBA Ghana
FIN-3463,3459,GHA-5393047245-1,16704044445,2464,395,Republic Bank Ghana
FIN-3464,3386,GHA-5180723900-3,5607218520399,2465,938,UBA Ghana
FIN-3465,8158,GHA-0531623990-2,6003479772854,2466,1435,CalBank
FIN-3466,10002,GHA-8922068173-9,494165166924,2467,1838,Republic Bank Ghana
FIN-3467,11899,GHA-0441582834-0,810377009354,2468,376,Republic Bank Ghana
FIN-3468,12803,GHA-3252794042-9,66435205529,2469,1202,Access Bank Ghana
FIN-3469,12084,GHA-2782183688-6,54758363213,2470,477,Ecobank Ghana
FIN-3470,2539,GHA-4534743012-6,3160525440,2471,978,UBA Ghana
FIN-3471,4027,GHA-2150144977-6,245525380411,2472,2143,CalBank
FIN-3472,9674,GHA-0404950262-5,037296926799,2473,701,Ecobank Ghana
FIN-3473,12112,GHA-5213362824-5,0209776359,2474,965,Ecobank Ghana
FIN-3474,8270,GHA-1919921519-9,3343135428,2475,826,UBA Ghana
FIN-3475,3482,GHA-1086255451-4,9868483786778,2476,873,CalBank
FIN-3476,7329,GHA-4872949329-2,87227469853,2477,1478,Stanbic Bank Ghana
FIN-3477,9573,GHA-1481510650-1,15370614108,2478,2734,Access Bank Ghana
FIN-3478,6198,GHA-7922070287-7,581848638275,2479,2232,Access Bank Ghana
FIN-3479,2567,GHA-7076772835-6,20273925658,2480,2978,Stanbic Bank Ghana
FIN-3480,5008,GHA-2886055308-4,62407526780,2481,1193,Fidelity Bank Ghana
FIN-3481,4126,GHA-6269444210-6,4837766371135,2482,1426,Stanbic Bank Ghana
FIN-3482,8879,GHA-0364661890-0,422339395307,2483,1220,Absa Bank Ghana
FIN-3483,4494,GHA-4604926353-3,10554981080,2484,755,GCB Bank
FIN-3484,7722,GHA-4158353012-9,7542155065,2485,1962,Ecobank Ghana
FIN-3485,6972,GHA-1878297829-6,17121757443,2486,764,Ecobank Ghana
FIN-3486,7347,GHA-8179983716-0,87421450732,2487,572,Fidelity Bank Ghana
FIN-3487,3748,GHA-2548548826-1,1305704096,2488,957,GCB Bank
FIN-3488,8761,GHA-5375251263-4,8125911468565,2489,2011,UBA Ghana
FIN-3489,4127,GHA-4547560193-9,32547094142,2490,2749,Republic Bank Ghana
FIN-3490,6296,GHA-9055455601-1,0987319217,2491,345,Fidelity Bank Ghana
FIN-3491,11452,GHA-7108892566-7,14591232924,2492,2915,Access Bank Ghana
FIN-3492,4800,GHA-4154208773-2,182351095855,2493,2855,UBA Ghana
FIN-3493,14100,GHA-8463190717-2,401615178596,2494,2173,UBA Ghana
FIN-3494,6578,GHA-0614688510-4,59409620926,2495,2965,Stanbic Bank Ghana
FIN-3495,4118,GHA-7863825030-0,6554479792934,2496,1688,Republic Bank Ghana
FIN-3496,5348,GHA-0976526826-1,0111127145,2497,2948,Access Bank Ghana
FIN-3497,7157,GHA-7736649734-9,27472293283,2498,2830,UBA Ghana
FIN-3498,3480,GHA-4715739094-1,15586790242,2499,1948,Fidelity Bank Ghana
FIN-3499,9667,GHA-5263287734-4,9832969400,2500,2111,CalBank
FIN-3500,14518,GHA-6633581120-0,9425768737658,2501,1846,GCB Bank
FIN-3501,3555,GHA-7891000713-8,4732372074545,2502,2011,Stanbic Bank Ghana
FIN-3502,14186,GHA-1567439355-6,127588456657,2503,2893,CalBank
FIN-3503,8041,GHA-0783059118-5,5200347381347,2504,1613,UBA Ghana
FIN-3504,8703,GHA-0780013742-2,8400610947419,2505,987,UBA Ghana
FIN-3505,10512,GHA-6166185467-4,490037958584,2506,743,Absa Bank Ghana
FIN-3506,3715,GHA-9672578723-2,4490212388071,2507,2772,Absa Bank Ghana
FIN-3507,3429,GHA-2130978328-6,15701564996,2508,2523,UBA Ghana
FIN-3508,8098,GHA-0021822324-6,2750027723779,2509,1773,Republic Bank Ghana
FIN-3509,6180,GHA-5376507891-9,4105797393,2510,2111,GCB Bank
FIN-3510,9756,GHA-2369403468-7,110421022170,2511,1623,Absa Bank Ghana
FIN-3511,9500,GHA-7726579255-7,00881650389,2512,2645,Fidelity Bank Ghana
FIN-3512,14574,GHA-3312508729-8,7901469925972,2513,1518,GCB Bank
FIN-3513,5740,GHA-9714283535-6,89338011901,2514,1604,First Atlantic Bank
FIN-3514,14408,GHA-5023671614-5,8098894404086,2515,731,CalBank
FIN-3515,10282,GHA-8681744437-2,917921060857,2516,1685,CalBank
FIN-3516,7297,GHA-9019706645-9,42263352238,2517,2675,Access Bank Ghana
FIN-3517,6322,GHA-4215409895-3,0289086664,2518,2215,CalBank
FIN-3518,13673,GHA-2830975924-3,2173268526,2519,2033,Republic Bank Ghana
FIN-3519,13330,GHA-2462487667-2,695793881618,2520,1518,CalBank
FIN-3520,11181,GHA-8018448609-2,7836984221945,2521,2158,Fidelity Bank Ghana
FIN-3521,14365,GHA-2305874803-5,2440043157,2522,2481,First Atlantic Bank
FIN-3522,11279,GHA-3972229432-8,435148978632,2523,1464,CalBank
FIN-3523,6973,GHA-0216885549-6,8622904105,2524,561,Access Bank Ghana
FIN-3524,6749,GHA-3021034785-8,22916417150,2525,867,Access Bank Ghana
FIN-3525,7173,GHA-4838073964-2,724228417032,2526,1039,Stanbic Bank Ghana
FIN-3526,14434,GHA-5625093660-9,589737003954,2527,1985,Access Bank Ghana
FIN-3527,11515,GHA-9363651279-6,917463975913,2528,755,Fidelity Bank Ghana
FIN-3528,8294,GHA-0511881020-6,667982744279,2529,2122,Stanbic Bank Ghana
FIN-3529,5729,GHA-5420101808-2,1069759090,2530,1160,Stanbic Bank Ghana
FIN-3530,12403,GHA-1118941293-9,5495786418704,2531,2883,Ecobank Ghana
FIN-3531,10979,GHA-9602634485-2,16113319910,2532,797,Stanbic Bank Ghana
FIN-3532,3400,GHA-0850804348-3,7824985578435,2533,1939,First Atlantic Bank
FIN-3533,2528,GHA-0541470934-4,5240505464,2534,384,First Atlantic Bank
FIN-3534,4037,GHA-6186787483-1,051430287352,2535,1869,Access Bank Ghana
FIN-3535,5247,GHA-0845976996-8,381532103012,2536,1901,First Atlantic Bank
FIN-3536,13260,GHA-9111262334-7,5464740648,2537,2806,Republic Bank Ghana
FIN-3537,12390,GHA-1501696473-2,0849804923,2538,1834,Absa Bank Ghana
FIN-3538,11592,GHA-1403523656-7,9824232576928,2539,476,Stanbic Bank Ghana
FIN-3539,11631,GHA-7954202905-8,289576254464,2540,2030,Ecobank Ghana
FIN-3540,10040,GHA-6268251278-8,023191743744,2541,751,GCB Bank
FIN-3541,6279,GHA-6998220200-0,71795192400,2542,1500,Ecobank Ghana
FIN-3542,11500,GHA-9474373727-6,17851690442,2543,1268,Absa Bank Ghana
FIN-3543,3992,GHA-7330599766-9,43094320716,2544,2647,Stanbic Bank Ghana
FIN-3544,6395,GHA-2047943369-1,17543686965,2545,390,Ecobank Ghana
FIN-3545,13954,GHA-9496713190-8,4526580704,2546,1787,Absa Bank Ghana
FIN-3546,8333,GHA-4377927375-8,567877394944,2547,2504,First Atlantic Bank
FIN-3547,13774,GHA-9127314507-0,81102470137,2548,998,UBA Ghana
FIN-3548,13052,GHA-6295014277-0,973363132413,2549,1963,Access Bank Ghana
FIN-3549,5458,GHA-9302969049-4,691967077396,2550,514,GCB Bank
FIN-3550,3871,GHA-4824365630-4,3653651896169,2551,1362,Absa Bank Ghana
FIN-3551,7319,GHA-8574471313-2,7549620622,2552,1426,GCB Bank
FIN-3552,3470,GHA-6328996741-8,057702296617,2553,925,Republic Bank Ghana
FIN-3553,12978,GHA-9028199576-7,116086967021,2554,1720,Stanbic Bank Ghana
FIN-3554,9123,GHA-9757200995-9,8668998389375,2555,2853,Republic Bank Ghana
FIN-3555,10112,GHA-1042717012-2,5689128188,2556,693,GCB Bank
FIN-3556,14099,GHA-5080274175-4,1285416540380,2557,2273,Absa Bank Ghana
FIN-3557,11037,GHA-7198783221-4,5201105774,2558,1748,Republic Bank Ghana
FIN-3558,9241,GHA-5740655650-9,01954601693,2559,1954,Absa Bank Ghana
FIN-3559,9977,GHA-8060341315-3,7658700338633,2560,1783,First Atlantic Bank
FIN-3560,14092,GHA-9712088473-0,7354084601,2561,2297,CalBank
FIN-3561,6734,GHA-9129913280-4,06551486581,2562,517,Ecobank Ghana
FIN-3562,4523,GHA-7183404137-9,456338325226,2563,1997,UBA Ghana
FIN-3563,10603,GHA-3198776577-6,8566504738,2564,365,Stanbic Bank Ghana
FIN-3564,14497,GHA-9702339055-8,9654072336,2565,1718,CalBank
FIN-3565,12707,GHA-6236748069-3,707426405785,2566,1319,GCB Bank
FIN-3566,3836,GHA-2520386667-7,260276965626,2567,1343,CalBank
FIN-3567,13800,GHA-3623246449-0,315964114818,2568,2291,Ecobank Ghana
FIN-3568,9512,GHA-7185197099-0,63426403797,2569,2464,First Atlantic Bank
FIN-3569,3372,GHA-6627974716-4,99331946686,2570,1921,Ecobank Ghana
FIN-3570,8740,GHA-4496845663-5,705204304189,2571,2073,GCB Bank
FIN-3571,7602,GHA-1831332502-0,8648358651914,2572,1416,Republic Bank Ghana
FIN-3572,8638,GHA-6964149543-8,4515958501,2573,2848,UBA Ghana
FIN-3573,7262,GHA-5699331359-4,5376927256,2574,914,Republic Bank Ghana
FIN-3574,13508,GHA-0640345847-9,5791593128,2575,1003,Stanbic Bank Ghana
FIN-3575,3147,GHA-8737467447-8,4866938477,2576,2942,GCB Bank
FIN-3576,3211,GHA-3883518013-0,4536070404413,2577,305,Stanbic Bank Ghana
FIN-3577,2862,GHA-5989945996-7,6498916122962,2578,2976,Absa Bank Ghana
FIN-3578,10099,GHA-8075198772-5,6575993574,2579,500,Republic Bank Ghana
FIN-3579,12742,GHA-5347324346-5,48109293322,2580,604,Ecobank Ghana
FIN-3580,10229,GHA-0130158193-0,71584344655,2581,1051,Absa Bank Ghana
FIN-3581,9781,GHA-7635882758-0,8870196263497,2582,429,Ecobank Ghana
FIN-3582,5726,GHA-5973889460-2,966048778669,2583,1250,GCB Bank
FIN-3583,4504,GHA-4045536681-4,24215782261,2584,1068,Republic Bank Ghana
FIN-3584,6511,GHA-4760110403-8,7947529038504,2585,1952,UBA Ghana
FIN-3585,6131,GHA-0329377416-6,3403006767679,2586,1736,Absa Bank Ghana
FIN-3586,13504,GHA-7750640120-8,17168083089,2587,1090,Absa Bank Ghana
FIN-3587,10428,GHA-5933739643-4,6478678245608,2588,849,Ecobank Ghana
FIN-3588,3816,GHA-1521014281-6,0805023281826,2589,2087,Ecobank Ghana
FIN-3589,11358,GHA-9251792980-7,3675099450489,2590,2093,CalBank
FIN-3590,7872,GHA-0457452276-5,26833619958,2591,2128,Access Bank Ghana
FIN-3591,3090,GHA-6762709594-4,8087192836890,2592,556,Fidelity Bank Ghana
FIN-3592,10137,GHA-4534025526-1,65452652031,2593,2527,Republic Bank Ghana
FIN-3593,3650,GHA-4271458212-3,25704672961,2594,1688,GCB Bank
FIN-3594,8553,GHA-5314562975-5,3641384136526,2595,856,Ecobank Ghana
FIN-3595,12635,GHA-5764980647-7,2620150699060,2596,2547,Republic Bank Ghana
FIN-3596,2737,GHA-7135452184-8,9612439832758,2597,1216,Republic Bank Ghana
FIN-3597,14450,GHA-5654991826-7,1434795655635,2598,2833,Stanbic Bank Ghana
FIN-3598,2676,GHA-9045063223-1,5917173605,2599,337,Stanbic Bank Ghana
FIN-3599,11523,GHA-3030491883-1,4488576889,2600,2954,Ecobank Ghana
FIN-3600,9045,GHA-7913413995-2,9024478956,2601,945,Republic Bank Ghana
