employee_id,other_names,last_name,age,position,date_joined,phone_number,gender,employee_status,department_code,email_address
9975,Sophia Akosua,Silva,46,Manager,2019-11-15,233594220766,Female,Inactive,PRD,Sophia.Akosua.Silva@roblox.com
9976,Emily Victoria Emily,Nguyen,46,Assistant,2021-02-14,233229334855,Female,On Leave,CST,Emily.Victoria.Emily.Nguyen@roblox.com
9977,Isabella Naomi,Okafor,47,Analyst,2017-02-02,233588051269,Female,On Leave,ENG,Isabella.Naomi.Okafor@roblox.com
9978,Mateo David,Brown,37,Assistant,2015-12-07,233566304604,Male,Active,FIN,Mateo.David.Brown@roblox.com
9979,Sophia Chen,Johnson,37,Analyst,2024-04-21,233449877098,Female,Inactive,HR,Sophia.Chen.Johnson@roblox.com
9980,Carlos Isaac David,Smith,25,Executive,2018-06-08,233441736705,Male,On Leave,MKT,Carlos.Isaac.David.Smith@roblox.com
9981,Omar Elijah Hiroshi,Hassan,24,Assistant,2018-04-28,233306013495,Male,On Leave,FIN,Omar.Elijah.Hiroshi.Hassan@roblox.com
9982,Hiroshi Andres Jean,Badu,43,Analyst,2019-07-11,233502586048,Male,Active,CST,Hiroshi.Andres.Jean.Badu@roblox.com
9983,Nathan,Anderson,47,Developer,2017-08-29,233461930188,Male,Active,PRD,Nathan.Anderson@roblox.com
9984,Daniel Andres,Anderson,33,Assistant,2016-06-26,233590913223,Male,Active,OPS,Daniel.Andres.Anderson@roblox.com
9985,Ella Chen,Adjei,39,Executive,2019-06-22,233445101229,Female,Active,FIN,Ella.Chen.Adjei@roblox.com
9986,Ama Emily Sophia,Rossi,24,Executive,2021-04-02,233517249349,Female,Active,OPS,Ama.Emily.Sophia.Rossi@roblox.com
9987,Aisha Aisha Sophia,Johnson,45,Developer,2022-06-24,233366362576,Female,Active,HR,Aisha.Aisha.Sophia.Johnson@roblox.com
9988,Victoria Ama Mia,Rossi,57,Manager,2016-04-10,233546278378,Female,Inactive,OPS,Victoria.Ama.Mia.Rossi@roblox.com
9989,Chen Ava Emily,Williams,30,Manager,2016-06-28,233439306592,Female,Active,MKT,Chen.Ava.Emily.Williams@roblox.com
9990,Mateo Jean Andres,Osei,44,Analyst,2016-11-21,233438688462,Male,On Leave,MKT,Mateo.Jean.Andres.Osei@roblox.com
9991,Mohammed Kofi Arjun,Kim,54,Manager,2019-04-03,233549091210,Male,Active,HR,Mohammed.Kofi.Arjun.Kim@roblox.com
9992,Chen Chiamaka Akosua,Mensah,49,Consultant,2018-02-13,233480262386,Female,On Leave,CST,Chen.Chiamaka.Akosua.Mensah@roblox.com
9993,Sakura Hannah Chiamaka,Khan,39,Assistant,2025-02-22,233443318496,Female,Inactive,DAT,Sakura.Hannah.Chiamaka.Khan@roblox.com
9994,Yusuf Michael,Kim,39,Manager,2024-04-17,233228391141,Male,On Leave,OPS,Yusuf.Michael.Kim@roblox.com
9995,Naomi Sophia Ava,Okafor,24,Developer,2021-09-09,233393323070,Female,Active,ENG,Naomi.Sophia.Ava.Okafor@roblox.com
9996,Chiamaka Olivia,Williams,47,Manager,2015-07-06,233354175563,Female,Active,PRD,Chiamaka.Olivia.Williams@roblox.com
9997,Andres Alexander Kojo,Hassan,39,Executive,2019-11-14,233575459600,Male,On Leave,MKT,Andres.Alexander.Kojo.Hassan@roblox.com
9998,Samuel Elijah,Adjei,40,Assistant,2018-04-21,233335879856,Male,On Leave,OPS,Samuel.Elijah.Adjei@roblox.com
9999,Abena Ella Olivia,Campbell,39,Analyst,2016-04-12,233527539753,Female,Active,CST,Abena.Ella.Olivia.Campbell@roblox.com
10000,Adwoa Fatima,Kim,44,Manager,2017-06-07,233372836511,Female,Inactive,MKT,Adwoa.Fatima.Kim@roblox.com
10001,Alexander Andres Wei,Owusu,56,Analyst,2022-02-21,233366293653,Male,Active,MKT,Alexander.Andres.Wei.Owusu@roblox.com
10002,Isaac Yusuf Carlos,Silva,30,Consultant,2020-08-29,233337460090,Male,Inactive,DAT,Isaac.Yusuf.Carlos.Silva@roblox.com
10003,Ella Chen,Anderson,22,Manager,2018-01-07,233302282864,Female,Inactive,ENG,Ella.Chen.Anderson@roblox.com
10004,Nathan,Kim,28,Manager,2024-08-21,233437361522,Male,Inactive,CST,Nathan.Kim@roblox.com
10005,Grace Sofia,Smith,26,Analyst,2017-08-21,233345961422,Female,On Leave,HR,Grace.Sofia.Smith@roblox.com
10006,Mateo Mateo David,Anderson,24,Executive,2016-06-02,233305993120,Male,Inactive,HR,Mateo.Mateo.David.Anderson@roblox.com
10007,Sakura Ava,Williams,35,Assistant,2022-12-13,233510237440,Female,On Leave,OPS,Sakura.Ava.Williams@roblox.com
10008,Yusuf Liam Noah,Adjei,40,Manager,2022-11-29,233579975720,Male,Active,FIN,Yusuf.Liam.Noah.Adjei@roblox.com
10009,Luca Yaw,Badu,34,Developer,2018-11-12,233318085404,Male,Active,DAT,Luca.Yaw.Badu@roblox.com
10010,Ava Hannah,Campbell,40,Assistant,2022-02-11,233216006550,Female,Active,HR,Ava.Hannah.Campbell@roblox.com
10011,Ananya Aisha,Dubois,38,Executive,2018-09-09,233499881874,Female,Active,FIN,Ananya.Aisha.Dubois@roblox.com
10012,Elijah Omar,Boateng,49,Executive,2019-10-21,233370564781,Male,Active,OPS,Elijah.Omar.Boateng@roblox.com
10013,Mia Lina Fatima,Boateng,41,Executive,2015-07-26,233390525459,Female,On Leave,PRD,Mia.Lina.Fatima.Boateng@roblox.com
10014,Ama Aisha,Martinez,29,Assistant,2021-08-10,233246331465,Female,Inactive,ENG,Ama.Aisha.Martinez@roblox.com
10015,Victoria Grace Aisha,Garcia,45,Executive,2024-07-01,233226286403,Female,Inactive,CST,Victoria.Grace.Aisha.Garcia@roblox.com
10016,Olivia,Osei,48,Manager,2020-05-18,233423046611,Female,Active,DAT,Olivia.Osei@roblox.com
10017,Ava Lina Ava,Rossi,39,Analyst,2016-10-10,233322307582,Female,On Leave,DAT,Ava.Lina.Ava.Rossi@roblox.com
10018,Victoria Maria,Nguyen,50,Assistant,2017-11-08,233584053136,Female,Inactive,ENG,Victoria.Maria.Nguyen@roblox.com
10019,Arjun Michael,Hassan,42,Manager,2018-03-11,233511384586,Male,Inactive,DAT,Arjun.Michael.Hassan@roblox.com
10020,Yaw Luca,Ivanov,26,Analyst,2015-07-11,233568919346,Male,On Leave,FIN,Yaw.Luca.Ivanov@roblox.com
10021,Samuel Kofi,Johnson,53,Executive,2019-03-09,233374959508,Male,Inactive,DAT,Samuel.Kofi.Johnson@roblox.com
10022,Sakura Chiamaka Ella,Smith,27,Analyst,2024-05-19,233419639998,Female,Inactive,HR,Sakura.Chiamaka.Ella.Smith@roblox.com
10023,Arjun Elijah Ethan,Taylor,25,Developer,2020-11-17,233489473420,Male,On Leave,CST,Arjun.Elijah.Ethan.Taylor@roblox.com
10024,Sofia Grace Chiamaka,Mensah,53,Developer,2017-05-26,233370445373,Female,Inactive,PRD,Sofia.Grace.Chiamaka.Mensah@roblox.com
10025,Isaac Elijah Noah,Nguyen,33,Manager,2018-10-10,233211005155,Male,On Leave,FIN,Isaac.Elijah.Noah.Nguyen@roblox.com
10026,Chen Isabella Isabella,Okafor,41,Developer,2022-09-19,233387419361,Female,Inactive,OPS,Chen.Isabella.Isabella.Okafor@roblox.com
10027,Chen Sophia,Owusu,24,Manager,2023-09-11,233421760652,Female,Inactive,OPS,Chen.Sophia.Owusu@roblox.com
10028,Olivia Charlotte,Brown,41,Manager,2018-12-21,233530472403,Female,On Leave,PRD,Olivia.Charlotte.Brown@roblox.com
10029,Ava Victoria Charlotte,Osei,56,Assistant,2023-03-14,233446255392,Female,Inactive,DAT,Ava.Victoria.Charlotte.Osei@roblox.com
10030,Ananya Aisha,Mensah,59,Developer,2017-08-04,233223747958,Female,Inactive,ENG,Ananya.Aisha.Mensah@roblox.com
10031,Isabella Chiamaka Charlotte,Garcia,60,Assistant,2021-05-18,233438002132,Female,Inactive,FIN,Isabella.Chiamaka.Charlotte.Garcia@roblox.com
10032,Kwame Elijah Nathan,Mensah,53,Analyst,2019-07-25,233241154807,Male,Active,PRD,Kwame.Elijah.Nathan.Mensah@roblox.com
10033,Kofi Michael Michael,Rossi,56,Manager,2022-03-24,233282056191,Male,Inactive,DAT,Kofi.Michael.Michael.Rossi@roblox.com
10034,Noah Isaac,Ivanov,51,Manager,2015-08-03,233383640462,Male,Active,MKT,Noah.Isaac.Ivanov@roblox.com
10035,Nathan Nathan,Mensah,29,Executive,2019-06-07,233253697796,Male,On Leave,FIN,Nathan.Nathan.Mensah@roblox.com
10036,Charlotte Abena Ama,Schmidt,51,Consultant,2018-09-09,233542824423,Female,On Leave,HR,Charlotte.Abena.Ama.Schmidt@roblox.com
10037,Nathan Mateo,Lopez,51,Executive,2018-03-23,233583485008,Male,On Leave,PRD,Nathan.Mateo.Lopez@roblox.com
10038,Emily Ava Emily,Lopez,41,Developer,2018-05-13,233592018256,Female,Active,OPS,Emily.Ava.Emily.Lopez@roblox.com
10039,Liam Nathan,Kim,28,Executive,2018-10-02,233264756484,Male,Active,HR,Liam.Nathan.Kim@roblox.com
10040,Nathan Jean,Campbell,51,Executive,2018-07-15,233373089553,Male,Inactive,FIN,Nathan.Jean.Campbell@roblox.com
10041,Jean Mateo Alexander,Dubois,24,Analyst,2016-02-09,233402457215,Male,On Leave,DAT,Jean.Mateo.Alexander.Dubois@roblox.com
10042,Hannah Naomi Hannah,Dubois,32,Analyst,2015-08-13,233324485473,Female,Active,CST,Hannah.Naomi.Hannah.Dubois@roblox.com
10043,Nathan Arjun Elijah,Okafor,39,Executive,2021-10-08,233382656049,Male,On Leave,CST,Nathan.Arjun.Elijah.Okafor@roblox.com
10044,Charlotte Ava Charlotte,Ivanov,59,Consultant,2016-12-18,233413062888,Female,Active,ENG,Charlotte.Ava.Charlotte.Ivanov@roblox.com
10045,Yaw Wei Daniel,Garcia,38,Executive,2018-03-16,233543449955,Male,On Leave,HR,Yaw.Wei.Daniel.Garcia@roblox.com
10046,Ama Victoria,Williams,37,Analyst,2018-07-10,233257829074,Female,Inactive,CST,Ama.Victoria.Williams@roblox.com
10047,Victoria Ananya,Kim,28,Manager,2019-11-08,233359784738,Female,Inactive,FIN,Victoria.Ananya.Kim@roblox.com
10048,Jean Yaw Mohammed,Taylor,38,Assistant,2023-06-05,233273500627,Male,Active,PRD,Jean.Yaw.Mohammed.Taylor@roblox.com
10049,Hannah Chen,Patel,26,Manager,2017-03-03,233259644303,Female,Active,FIN,Hannah.Chen.Patel@roblox.com
10050,Omar Omar,Rossi,35,Analyst,2017-12-29,233450499794,Male,Inactive,HR,Omar.Omar.Rossi@roblox.com
10051,Fatima Sophia,Boateng,49,Analyst,2015-04-21,233488842933,Female,Active,PRD,Fatima.Sophia.Boateng@roblox.com
10052,Carlos Jean,Mensah,52,Analyst,2021-09-16,233556015989,Male,Inactive,HR,Carlos.Jean.Mensah@roblox.com
10053,Grace Ananya,Hassan,57,Manager,2015-11-02,233421126069,Female,Active,FIN,Grace.Ananya.Hassan@roblox.com
10054,Adwoa Ava,Anderson,55,Manager,2018-10-10,233561259466,Female,Active,ENG,Adwoa.Ava.Anderson@roblox.com
10055,Charlotte Maria,Silva,49,Developer,2016-06-01,233502985985,Female,Inactive,FIN,Charlotte.Maria.Silva@roblox.com
10056,Sakura Chen,Lopez,52,Manager,2024-06-27,233319229404,Female,Active,CST,Sakura.Chen.Lopez@roblox.com
10057,Ama Maria,Schmidt,43,Analyst,2017-10-03,233571512950,Female,On Leave,HR,Ama.Maria.Schmidt@roblox.com
10058,Kofi Noah,Campbell,59,Manager,2015-10-11,233555256584,Male,Inactive,HR,Kofi.Noah.Campbell@roblox.com
10059,Mia Mia Isabella,Nguyen,43,Manager,2016-06-26,233585966926,Female,Active,OPS,Mia.Mia.Isabella.Nguyen@roblox.com
10060,Omar Noah,Lee,52,Executive,2017-12-12,233526659840,Male,On Leave,PRD,Omar.Noah.Lee@roblox.com
10061,Andres Ethan Sebastian,Owusu,33,Analyst,2015-04-17,233533910729,Male,On Leave,CST,Andres.Ethan.Sebastian.Owusu@roblox.com
10062,Wei Michael Ethan,Owusu,54,Manager,2024-06-02,233537262818,Male,Inactive,HR,Wei.Michael.Ethan.Owusu@roblox.com
10063,Sebastian Elijah,Khan,47,Developer,2015-11-17,233488326254,Male,Inactive,FIN,Sebastian.Elijah.Khan@roblox.com
10064,Luca Andres Kojo,Campbell,29,Manager,2016-09-04,233250658333,Male,Active,PRD,Luca.Andres.Kojo.Campbell@roblox.com
10065,Yaw Mateo Kojo,Campbell,39,Analyst,2015-05-21,233213889568,Male,On Leave,ENG,Yaw.Mateo.Kojo.Campbell@roblox.com
10066,Wei David Kofi,Hassan,28,Analyst,2021-03-18,233302485545,Male,Inactive,DAT,Wei.David.Kofi.Hassan@roblox.com
10067,Hannah Hannah,Schmidt,46,Manager,2021-11-18,233550325550,Female,Active,CST,Hannah.Hannah.Schmidt@roblox.com
10068,Omar Michael,Smith,30,Assistant,2022-08-16,233560948382,Male,Active,DAT,Omar.Michael.Smith@roblox.com
10069,Aisha Sophia Ananya,Hassan,46,Assistant,2016-04-28,233418766787,Female,Active,OPS,Aisha.Sophia.Ananya.Hassan@roblox.com
10070,Ava Chen,Rossi,46,Developer,2017-02-04,233269411899,Female,On Leave,HR,Ava.Chen.Rossi@roblox.com
10071,Naomi,Silva,51,Consultant,2017-02-18,233479271966,Female,On Leave,HR,Naomi.Silva@roblox.com
10072,Carlos Mohammed Yaw,Patel,22,Executive,2023-06-13,233483588355,Male,On Leave,HR,Carlos.Mohammed.Yaw.Patel@roblox.com
10073,Fatima,Khan,30,Developer,2020-11-09,233532148800,Female,Active,HR,Fatima.Khan@roblox.com
10074,Charlotte Akosua Fatima,Khan,30,Consultant,2017-02-12,233497515363,Female,On Leave,MKT,Charlotte.Akosua.Fatima.Khan@roblox.com
10075,Ethan Mateo Nathan,Taylor,30,Developer,2020-11-28,233438642815,Male,Active,OPS,Ethan.Mateo.Nathan.Taylor@roblox.com
10076,Omar Isaac,Mensah,26,Consultant,2017-05-07,233215601367,Male,Inactive,FIN,Omar.Isaac.Mensah@roblox.com
10077,Sakura Fatima Olivia,Williams,54,Assistant,2020-07-13,233500212759,Female,On Leave,MKT,Sakura.Fatima.Olivia.Williams@roblox.com
10078,Sebastian Hiroshi Nathan,Silva,54,Developer,2024-08-31,233250026246,Male,Inactive,ENG,Sebastian.Hiroshi.Nathan.Silva@roblox.com
10079,Andres Hiroshi Kojo,Okafor,32,Developer,2017-07-19,233245727506,Male,Active,CST,Andres.Hiroshi.Kojo.Okafor@roblox.com
10080,Luca Ethan David,Lopez,42,Manager,2016-08-22,233502765171,Male,Inactive,FIN,Luca.Ethan.David.Lopez@roblox.com
10081,Ama Maria Naomi,Taylor,40,Manager,2020-11-06,233288046418,Female,Active,FIN,Ama.Maria.Naomi.Taylor@roblox.com
10082,Sofia Chiamaka Sofia,Rossi,37,Consultant,2019-12-03,233270736867,Female,Active,FIN,Sofia.Chiamaka.Sofia.Rossi@roblox.com
10083,Elijah Nathan Daniel,Adjei,24,Executive,2017-11-19,233484346751,Male,Inactive,ENG,Elijah.Nathan.Daniel.Adjei@roblox.com
10084,Isaac Hiroshi Kojo,Hassan,59,Manager,2019-06-28,233373896362,Male,Inactive,HR,Isaac.Hiroshi.Kojo.Hassan@roblox.com
10085,Daniel Wei Carlos,Smith,50,Analyst,2015-11-14,233308868978,Male,On Leave,FIN,Daniel.Wei.Carlos.Smith@roblox.com
10086,Andres David Yaw,Johnson,56,Consultant,2022-05-15,233514890015,Male,Active,HR,Andres.David.Yaw.Johnson@roblox.com
10087,Jean Carlos,Williams,33,Developer,2022-05-05,233324784216,Male,On Leave,HR,Jean.Carlos.Williams@roblox.com
10088,Ava Isabella Grace,Campbell,29,Analyst,2021-07-24,233512605839,Female,On Leave,ENG,Ava.Isabella.Grace.Campbell@roblox.com
10089,Maria Ama Sophia,Williams,58,Developer,2016-09-25,233230763200,Female,Active,PRD,Maria.Ama.Sophia.Williams@roblox.com
10090,Isabella,Lee,22,Executive,2017-12-21,233243924124,Female,Active,HR,Isabella.Lee@roblox.com
10091,Sakura Lina Ananya,Lee,24,Developer,2023-04-06,233525804421,Female,Inactive,HR,Sakura.Lina.Ananya.Lee@roblox.com
10092,Grace Sakura,Williams,54,Developer,2023-04-07,233531675225,Female,On Leave,HR,Grace.Sakura.Williams@roblox.com
10093,Michael Carlos,Garcia,48,Consultant,2017-09-25,233502735855,Male,Inactive,FIN,Michael.Carlos.Garcia@roblox.com
10094,Yusuf Kojo,Schmidt,56,Developer,2021-08-14,233336257122,Male,Inactive,DAT,Yusuf.Kojo.Schmidt@roblox.com
10095,Abena Victoria Aisha,Rossi,29,Analyst,2023-10-07,233223534597,Female,On Leave,FIN,Abena.Victoria.Aisha.Rossi@roblox.com
10096,Chen Grace,Lee,51,Assistant,2018-12-10,233539670550,Female,Active,FIN,Chen.Grace.Lee@roblox.com
10097,Maria Ava,Patel,45,Consultant,2017-06-07,233291687394,Female,On Leave,PRD,Maria.Ava.Patel@roblox.com
10098,Naomi Ananya,Nguyen,48,Consultant,2023-11-03,233494223243,Female,On Leave,DAT,Naomi.Ananya.Nguyen@roblox.com
10099,Naomi Sofia Hannah,Badu,57,Manager,2017-01-04,233590072638,Female,On Leave,CST,Naomi.Sofia.Hannah.Badu@roblox.com
10100,Ethan Nathan,Patel,53,Manager,2019-05-21,233392916281,Male,Inactive,MKT,Ethan.Nathan.Patel@roblox.com
10101,Ananya Mia Akosua,Campbell,32,Manager,2016-07-31,233283130281,Female,On Leave,PRD,Ananya.Mia.Akosua.Campbell@roblox.com
10102,Nathan Omar Alexander,Silva,22,Manager,2020-01-30,233470949051,Male,On Leave,CST,Nathan.Omar.Alexander.Silva@roblox.com
10103,Akosua Ava Fatima,Brown,26,Executive,2015-08-26,233533242756,Female,On Leave,CST,Akosua.Ava.Fatima.Brown@roblox.com
10104,Abena Maria,Silva,25,Consultant,2015-04-01,233411609690,Female,Active,DAT,Abena.Maria.Silva@roblox.com
10105,Abena Ava Grace,Campbell,50,Executive,2020-05-31,233459051812,Female,Inactive,FIN,Abena.Ava.Grace.Campbell@roblox.com
10106,Michael David,Garcia,60,Assistant,2015-05-14,233383989495,Male,Inactive,PRD,Michael.David.Garcia@roblox.com
10107,Samuel Kojo Andres,Taylor,39,Manager,2021-07-31,233502012790,Male,Active,CST,Samuel.Kojo.Andres.Taylor@roblox.com
10108,Samuel David Mateo,Boateng,52,Executive,2025-02-04,233564101658,Male,Active,ENG,Samuel.David.Mateo.Boateng@roblox.com
10109,Sakura Fatima Fatima,Anderson,50,Consultant,2019-04-07,233524895456,Female,On Leave,MKT,Sakura.Fatima.Fatima.Anderson@roblox.com
10110,Adwoa Sakura Ananya,Osei,52,Assistant,2015-07-16,233333808752,Female,On Leave,MKT,Adwoa.Sakura.Ananya.Osei@roblox.com
10111,Kojo Kofi Ethan,Campbell,33,Manager,2024-08-21,233407224761,Male,Inactive,MKT,Kojo.Kofi.Ethan.Campbell@roblox.com
10112,Ava,Rossi,36,Consultant,2017-01-01,233469191592,Female,On Leave,FIN,Ava.Rossi@roblox.com
10113,Grace Aisha,Adjei,51,Executive,2018-03-22,233514435338,Female,On Leave,DAT,Grace.Aisha.Adjei@roblox.com
10114,Abena Sakura Chiamaka,Mensah,58,Analyst,2023-01-09,233551608205,Female,Inactive,CST,Abena.Sakura.Chiamaka.Mensah@roblox.com
10115,Ava Ella Ava,Brown,50,Manager,2016-03-11,233510550768,Female,Active,FIN,Ava.Ella.Ava.Brown@roblox.com
10116,Abena Naomi Lina,Lee,45,Analyst,2019-06-05,233523187070,Female,Active,PRD,Abena.Naomi.Lina.Lee@roblox.com
10117,Mohammed Kwame,Martinez,46,Manager,2019-08-07,233229881176,Male,Active,ENG,Mohammed.Kwame.Martinez@roblox.com
10118,Ella Sakura Hannah,Adjei,33,Developer,2018-06-08,233298569256,Female,Active,FIN,Ella.Sakura.Hannah.Adjei@roblox.com
10119,Arjun Carlos,Garcia,23,Developer,2024-01-24,233564570766,Male,On Leave,FIN,Arjun.Carlos.Garcia@roblox.com
10120,Luca Samuel,Hassan,28,Manager,2018-06-13,233300087021,Male,Inactive,ENG,Luca.Samuel.Hassan@roblox.com
10121,Ava Emily,Khan,27,Assistant,2024-03-22,233483346588,Female,On Leave,ENG,Ava.Emily.Khan@roblox.com
10122,Wei Yusuf,Adjei,47,Consultant,2019-04-21,233307907545,Male,Inactive,ENG,Wei.Yusuf.Adjei@roblox.com
10123,Ama Naomi Fatima,Khan,57,Developer,2024-09-05,233256655602,Female,Inactive,PRD,Ama.Naomi.Fatima.Khan@roblox.com
10124,Michael Mohammed Michael,Mensah,43,Analyst,2023-02-05,233435146564,Male,Active,ENG,Michael.Mohammed.Michael.Mensah@roblox.com
10125,Isaac Isaac Noah,Rossi,28,Consultant,2016-05-10,233579633502,Male,On Leave,ENG,Isaac.Isaac.Noah.Rossi@roblox.com
10126,Sebastian Sebastian Michael,Taylor,24,Manager,2021-10-04,233345654419,Male,Active,PRD,Sebastian.Sebastian.Michael.Taylor@roblox.com
10127,Arjun Wei Carlos,Garcia,32,Assistant,2022-01-08,233438052908,Male,Inactive,OPS,Arjun.Wei.Carlos.Garcia@roblox.com
10128,Hannah Chen Akosua,Khan,27,Assistant,2021-01-19,233558750445,Female,Inactive,OPS,Hannah.Chen.Akosua.Khan@roblox.com
10129,Fatima Ama Hannah,Badu,49,Consultant,2024-05-07,233263985769,Female,Inactive,MKT,Fatima.Ama.Hannah.Badu@roblox.com
10130,Sebastian Isaac,Anderson,28,Executive,2017-03-09,233532244839,Male,Inactive,DAT,Sebastian.Isaac.Anderson@roblox.com
10131,Adwoa Maria,Nguyen,36,Assistant,2019-05-28,233412679589,Female,Inactive,CST,Adwoa.Maria.Nguyen@roblox.com
10132,Noah,Taylor,50,Consultant,2015-07-25,233580679933,Male,Inactive,HR,Noah.Taylor@roblox.com
10133,Sebastian Sebastian,Campbell,37,Developer,2017-06-26,233539026970,Male,Inactive,HR,Sebastian.Sebastian.Campbell@roblox.com
10134,Kwame Hiroshi Yaw,Nguyen,36,Manager,2018-08-16,233596026101,Male,Inactive,PRD,Kwame.Hiroshi.Yaw.Nguyen@roblox.com
10135,Wei Kojo,Boateng,36,Analyst,2019-02-24,233222485414,Male,Active,DAT,Wei.Kojo.Boateng@roblox.com
10136,Lina Aisha Naomi,Okafor,37,Analyst,2019-11-22,233237529544,Female,On Leave,HR,Lina.Aisha.Naomi.Okafor@roblox.com
10137,Yaw Jean Yaw,Badu,26,Assistant,2019-05-19,233400231067,Male,On Leave,HR,Yaw.Jean.Yaw.Badu@roblox.com
10138,Sebastian Wei,Williams,54,Developer,2015-05-12,233524916227,Male,Active,FIN,Sebastian.Wei.Williams@roblox.com
10139,David Kwame,Kim,46,Developer,2023-04-04,233240221229,Male,Active,CST,David.Kwame.Kim@roblox.com
10140,Ella Chiamaka Victoria,Martinez,49,Consultant,2019-09-12,233384493668,Female,Inactive,HR,Ella.Chiamaka.Victoria.Martinez@roblox.com
10141,Liam Sebastian Daniel,Williams,36,Developer,2020-05-16,233327971838,Male,On Leave,CST,Liam.Sebastian.Daniel.Williams@roblox.com
10142,Alexander Ethan,Okafor,35,Assistant,2019-10-13,233313476791,Male,Active,HR,Alexander.Ethan.Okafor@roblox.com
10143,Sophia Sofia,Lopez,46,Manager,2018-05-24,233402049036,Female,Inactive,FIN,Sophia.Sofia.Lopez@roblox.com
10144,Mia Ama Adwoa,Lopez,28,Analyst,2024-12-15,233277849988,Female,On Leave,MKT,Mia.Ama.Adwoa.Lopez@roblox.com
10145,Omar Liam,Garcia,55,Manager,2023-01-30,233394084548,Male,Inactive,PRD,Omar.Liam.Garcia@roblox.com
10146,David Carlos,Taylor,58,Consultant,2018-04-09,233310114759,Male,Inactive,FIN,David.Carlos.Taylor@roblox.com
10147,Ava Sakura Ama,Smith,35,Developer,2022-11-13,233348284845,Female,Active,OPS,Ava.Sakura.Ama.Smith@roblox.com
10148,Ama Lina Olivia,Martinez,27,Analyst,2022-11-12,233354082748,Female,On Leave,MKT,Ama.Lina.Olivia.Martinez@roblox.com
10149,Noah David Carlos,Schmidt,28,Assistant,2018-01-01,233307545575,Male,Inactive,OPS,Noah.David.Carlos.Schmidt@roblox.com
10150,Mohammed Yaw,Dubois,31,Developer,2021-01-19,233208312877,Male,Active,CST,Mohammed.Yaw.Dubois@roblox.com
10151,Luca Mateo,Brown,47,Consultant,2017-01-31,233256630043,Male,Active,HR,Luca.Mateo.Brown@roblox.com
10152,Hannah Fatima,Osei,59,Consultant,2019-02-27,233398838769,Female,On Leave,FIN,Hannah.Fatima.Osei@roblox.com
10153,David Samuel,Rossi,23,Analyst,2015-06-10,233480532834,Male,Inactive,HR,David.Samuel.Rossi@roblox.com
10154,Ama Maria Sakura,Patel,30,Developer,2023-08-31,233248841151,Female,Active,DAT,Ama.Maria.Sakura.Patel@roblox.com
10155,Chiamaka Maria Victoria,Johnson,51,Developer,2022-09-11,233502007471,Female,Active,CST,Chiamaka.Maria.Victoria.Johnson@roblox.com
10156,Ethan Kofi Ethan,Boateng,41,Analyst,2020-05-19,233391599500,Male,Inactive,DAT,Ethan.Kofi.Ethan.Boateng@roblox.com
10157,Liam Wei Wei,Kim,46,Consultant,2021-03-04,233336157537,Male,On Leave,FIN,Liam.Wei.Wei.Kim@roblox.com
10158,Charlotte Maria Naomi,Taylor,51,Consultant,2016-10-20,233578197259,Female,On Leave,DAT,Charlotte.Maria.Naomi.Taylor@roblox.com
10159,Alexander Liam,Mensah,57,Developer,2024-02-13,233467496079,Male,On Leave,ENG,Alexander.Liam.Mensah@roblox.com
10160,Olivia Chen,Okafor,32,Executive,2023-04-07,233286307913,Female,Active,DAT,Olivia.Chen.Okafor@roblox.com
10161,Maria Akosua,Campbell,29,Consultant,2015-11-20,233434855875,Female,Active,PRD,Maria.Akosua.Campbell@roblox.com
10162,Nathan Mateo,Owusu,23,Manager,2023-01-22,233474180516,Male,On Leave,FIN,Nathan.Mateo.Owusu@roblox.com
10163,Hiroshi Mohammed,Boateng,50,Assistant,2018-04-17,233394696719,Male,Active,MKT,Hiroshi.Mohammed.Boateng@roblox.com
10164,Lina Lina,Lee,37,Manager,2021-03-07,233224970219,Female,Inactive,CST,Lina.Lina.Lee@roblox.com
10165,Olivia Olivia,Brown,29,Manager,2019-05-26,233409800594,Female,On Leave,PRD,Olivia.Olivia.Brown@roblox.com
10166,Andres Yaw,Lopez,29,Analyst,2019-06-17,233446314800,Male,Inactive,ENG,Andres.Yaw.Lopez@roblox.com
10167,Ananya,Williams,52,Manager,2018-12-11,233377590753,Female,On Leave,MKT,Ananya.Williams@roblox.com
10168,Mohammed Isaac Samuel,Rossi,26,Assistant,2020-04-29,233480294733,Male,On Leave,OPS,Mohammed.Isaac.Samuel.Rossi@roblox.com
10169,Adwoa Sakura,Lopez,48,Assistant,2015-10-29,233427747898,Female,On Leave,PRD,Adwoa.Sakura.Lopez@roblox.com
10170,Lina Chiamaka,Martinez,30,Consultant,2021-10-22,233491598487,Female,Active,FIN,Lina.Chiamaka.Martinez@roblox.com
10171,Hiroshi Andres,Patel,28,Manager,2018-05-23,233520692267,Male,Active,FIN,Hiroshi.Andres.Patel@roblox.com
10172,Ama,Kim,54,Developer,2022-02-19,233432989872,Female,On Leave,PRD,Ama.Kim@roblox.com
10173,Kojo Hiroshi Wei,Silva,43,Consultant,2022-03-05,233518426009,Male,Inactive,MKT,Kojo.Hiroshi.Wei.Silva@roblox.com
10174,Michael David Daniel,Williams,23,Consultant,2020-01-27,233570780280,Male,Inactive,HR,Michael.David.Daniel.Williams@roblox.com
